num	weight	title
52	0.002	>B2I7S0.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Xylella fastidiosa M23] >Q87B68.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Xylella fastidiosa Temecu
53	0.002	>Q1QAD0.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Psychrobacter cryohalolentis K5]
54	0.002	>A4IXI6.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Francisella tularensis subsp. tularensis WY96-3418]
55	0.002	>Q7URP3.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Rhodopirellula baltica SH 1]
56	0.002	>Q3JUY1.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Burkholderia pseudomallei 1710b]
57	0.002	>Q3AQR4.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Chlorobium chlorochromatii CaD3]
58	0.002	>A1WRC4.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Verminephrobacter eiseniae EF01-2]
59	0.002	>Q8EZD6.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Leptospira interrogans serovar Lai str. 56601]
60	0.002	>A9FBU8.1 RecName: Full=Methionine--tRNA ligase 1; AltName: Full=Methionyl-tRNA synthetase 1; Short=MetRS 1 [Sorangium cellulosum So ce56]
61	0.002	>Q0W0H2.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Methanocella arvoryzae MRE50]
62	0.002	>O26687.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Methanothermobacter thermautotrophicus str. Delta H]
63	0.002	>A2SRE2.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Methanocorpusculum labreanum Z]
64	0.002	>A5UJ98.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Methanobrevibacter smithii ATCC 35061]
65	0.002	>A3CX39.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Methanoculleus marisnigri JR1]
66	0.002	>Q8PYJ4.2 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Methanosarcina mazei Go1]
67	0.002	>Q9HSA4.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Halobacterium salinarum NRC-1]
68	0.002	>Q2FU77.2 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Methanospirillum hungatei JF-1]
69	0.002	>A0B7K2.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Methanothrix thermoacetophila PT]
70	0.002	>B0SHA8.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)'] >B0SQX5.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Shor
71	0.002	>Q2NI31.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Methanosphaera stadtmanae DSM 3091]
72	0.003	>Q5JDZ7.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Thermococcus kodakarensis KOD1]
73	0.003	>Q9RUF3.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Deinococcus radiodurans R1]
74	0.002	>Q6MDG0.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Candidatus Protochlamydia amoebophila UWE25]
75	0.002	>Q1D8K2.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Myxococcus xanthus DK 1622]
76	0.002	>P67580.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Streptococcus pneumoniae TIGR4] >P67581.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Streptococcus pne
77	0.004	>Q18JV4.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Haloquadratum walsbyi DSM 16790]
78	0.002	>Q8XHG1.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Clostridium perfringens str. 13]
79	0.006	>Q9UA35.1 RecName: Full=Solute carrier family 28 member 3; AltName: Full=Concentrative Na(+)-nucleoside cotransporter 3; AltName: Full=hfCNT [Eptatretus stoutii]
80	0.033	>Q92614.3 RecName: Full=Unconventional myosin-XVIIIa; AltName: Full=Molecule associated with JAK3 N-terminus; Short=MAJN; AltName: Full=Myosin containing a PDZ domain; AltName: Full=Surfactant protein receptor SP-R210; Short=SP-R210 [Homo sapiens]
81	0.002	>A1AWL4.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)]
82	0.002	>Q88Z97.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Lactobacillus plantarum WCFS1]
83	0.002	>Q4L3E7.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Staphylococcus haemolyticus JCSC1435]
84	0.003	>Q5V1B3.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Haloarcula marismortui ATCC 43049]
85	0.002	>A6UUN1.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Methanococcus aeolicus Nankai-3]
86	0.002	>Q1LT75.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Baumannia cicadellinicola str. Hc (Homalodisca coagulata)]
87	0.002	>Q724N6.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Listeria monocytogenes serotype 4b str. F2365]
88	0.002	>O33925.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Thermotoga maritima MSB8]
89	0.002	>A9NA60.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Coxiella burnetii RSA 331] >Q83B24.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Coxiella burnetii RSA 
90	0.002	>O28819.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Archaeoglobus fulgidus DSM 4304]
91	0.002	>Q492J8.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Candidatus Blochmannia pennsylvanicus str. BPEN]
92	0.002	>Q58659.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Methanocaldococcus jannaschii DSM 2661]
93	0.002	>Q9ZKG9.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Helicobacter pylori J99]
94	0.002	>P23395.2 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Thermus thermophilus HB8]
95	0.002	>B8D715.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)] >B8D8R1.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=Met
96	0.002	>Q8RDD1.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Caldanaerobacter subterraneus subsp. tengcongensis MB4]
97	0.002	>Q8RE57.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Fusobacterium nucleatum subsp. nucleatum ATCC 25586]
98	0.003	>Q54X95.1 RecName: Full=Probable methionine--tRNA ligase, cytoplasmic; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Dictyostelium discoideum]
99	0.003	>B7J2F0.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Borreliella burgdorferi ZS7]
100	0.002	>Q89AX4.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
101	0.004	>Q73NT9.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Treponema denticola ATCC 35405]
102	0.002	>Q8D219.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis]
103	0.005	>Q74MZ1.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Nanoarchaeum equitans Kin4-M]
104	0.026	>Q5VU43.3 RecName: Full=Myomegalin; AltName: Full=Cardiomyopathy-associated protein 2; AltName: Full=Phosphodiesterase 4D-interacting protein [Homo sapiens]
105	0.045	>E9Q557.1 RecName: Full=Desmoplakin; Short=DP [Mus musculus]
106	0.002	>B7JEJ3.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Bacillus cereus AH820]
107	0.010	>O42184.1 RecName: Full=CAP-Gly domain-containing linker protein 1; AltName: Full=Cytoplasmic linker protein 170; Short=CLIP-170; AltName: Full=Restin [Gallus gallus]
108	0.004	>Q9ZTS1.2 RecName: Full=Probable methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Oryza sativa Japonica Group]
109	0.002	>Q255A6.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Chlamydia felis Fe/C-56]
110	0.007	>Q0DY81.1 RecName: Full=Nuclear matrix constituent protein 1a; Short=OsNMCP1a [Oryza sativa Japonica Group]
111	0.002	>A4WKG3.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Pyrobaculum arsenaticum DSM 13514]
112	0.002	>A5UUW9.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Roseiflexus sp. RS-1]
113	0.017	>Q9UPS8.4 RecName: Full=Ankyrin repeat domain-containing protein 26 [Homo sapiens]
114	0.002	>B1L7J9.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Candidatus Korarchaeum cryptofilum OPF8]
115	0.009	>Q9NTJ3.2 RecName: Full=Structural maintenance of chromosomes protein 4; Short=SMC protein 4; Short=SMC-4; AltName: Full=Chromosome-associated polypeptide C; Short=hCAP-C; AltName: Full=XCAP-C homolog [Homo sapiens]
116	0.002	>Q9UWW2.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Saccharolobus solfataricus P2]
117	0.002	>Q5JCY6.1 RecName: Full=3-methyl-2-oxobutanoate hydroxymethyltransferase; AltName: Full=Ketopantoate hydroxymethyltransferase; Short=KPHMT [Thermococcus kodakarensis KOD1]
118	0.002	>Q5LTL1.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Ruegeria pomeroyi DSS-3]
119	0.010	>Q2T0H3.1 RecName: Full=Isoleucine--tRNA ligase; AltName: Full=Isoleucyl-tRNA synthetase; Short=IleRS [Burkholderia thailandensis E264]
120	0.009	>Q9BL02.1 RecName: Full=Homeobox protein cut-like ceh-44; Short=Homeobox protein 44 [Caenorhabditis elegans]
121	0.003	>Q5UR82.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Acanthamoeba polyphaga mimivirus]
122	0.022	>Q5EE04.1 RecName: Full=Nucleoprotein TPR; AltName: Full=NPC-associated intranuclear protein; AltName: Full=Translocated promoter region and nuclear basket protein [Xenopus laevis]
123	0.002	>B1GZJ8.1 RecName: Full=3-methyl-2-oxobutanoate hydroxymethyltransferase; AltName: Full=Ketopantoate hydroxymethyltransferase; Short=KPHMT [Candidatus Endomicrobium trichonymphae]
124	0.002	>A8ABN0.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Ignicoccus hospitalis KIN4/I]
125	0.006	>P62134.1 RecName: Full=DNA double-strand break repair Rad50 ATPase [Methanococcus maripaludis S2]
126	0.010	>Q9GL21.2 RecName: Full=Uveal autoantigen with coiled-coil domains and ankyrin repeats [Canis lupus familiaris]
127	0.002	>B8D274.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Halothermothrix orenii H 168]
128	0.007	>Q1LWB0.2 RecName: Full=Tax1-binding protein 1 homolog A [Danio rerio]
129	0.002	>A8MA54.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Caldivirga maquilingensis IC-167]
130	0.008	>P0CQ20.1 RecName: Full=Mitochondrial intermediate peptidase 2; Short=MIP 2; AltName: Full=Octapeptidyl aminopeptidase 2; Flags: Precursor [Cryptococcus neoformans var. neoformans JEC21] >P0CQ21.1 RecName: Full=Mitochondrial intermediate peptidase 2; Shor
131	0.004	>Q9JI10.1 RecName: Full=Serine/threonine-protein kinase 3; AltName: Full=Mammalian STE20-like protein kinase 2; Short=MST-2; AltName: Full=STE20-like kinase MST2; Contains: RecName: Full=Serine/threonine-protein kinase 3 36kDa subunit; Short=MST2/N; Conta
132	0.008	>W0TFN1.1 RecName: Full=Autophagy-related protein 11 [Kluyveromyces marxianus DMKU3-1042]
133	0.004	>P23731.1 RecName: Full=Intermediate filament protein B; Short=IF-B [Ascaris suum]
134	0.007	>Q59037.2 RecName: Full=Chromosome partition protein Smc [Methanocaldococcus jannaschii DSM 2661]
135	0.004	>Q12234.1 RecName: Full=GRIP domain-containing protein RUD3; AltName: Full=Golgin-related protein 1; AltName: Full=Relieves USO1-1 transport defect protein 3 [Saccharomyces cerevisiae S288C]
136	0.009	>Q0VF96.2 RecName: Full=Cingulin-like protein 1; AltName: Full=Junction-associated coiled-coil protein; AltName: Full=Paracingulin [Homo sapiens]
137	0.005	>Q7SYB5.1 RecName: Full=Differentially expressed in FDCP 6 homolog [Danio rerio]
138	0.009	>P70388.1 RecName: Full=DNA repair protein RAD50; Short=mRad50 [Mus musculus]
139	0.002	>P0DMS2.1 RecName: Full=Apolipoprotein A-I; Short=Apo-AI; Short=ApoA-I; AltName: Full=Apolipoprotein A1; Contains: RecName: Full=Proapolipoprotein A-I; Short=ProapoA-I; Contains: RecName: Full=Truncated apolipoprotein A-I; Flags: Precursor [Chinchilla lan
140	0.012	>Q9VJE5.1 RecName: Full=Restin homolog; AltName: Full=Cytoplasmic linker protein 190; AltName: Full=Microtubule-binding protein 190; AltName: Full=d-CLIP-190 [Drosophila melanogaster]
141	0.011	>Q7U6T1.1 RecName: Full=Leucine--tRNA ligase; AltName: Full=Leucyl-tRNA synthetase; Short=LeuRS [Synechococcus sp. WH 8102]
142	0.009	>P13496.2 RecName: Full=Dynactin subunit 1; AltName: Full=150 kDa dynein-associated polypeptide; Short=DAP-150; Short=DP-150; AltName: Full=Dynactin 1 subunit p150; AltName: Full=Protein glued [Drosophila melanogaster]
143	0.034	>Q02224.2 RecName: Full=Centromere-associated protein E; AltName: Full=Centromere protein E; Short=CENP-E; AltName: Full=Kinesin-7; AltName: Full=Kinesin-related protein CENPE; Flags: Precursor [Homo sapiens]
144	0.005	>Q30SA7.1 RecName: Full=Ribonuclease Y; Short=RNase Y [Sulfurimonas denitrificans DSM 1251]
145	0.003	>Q8FR00.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Corynebacterium efficiens YS-314]
146	0.002	>A9WKM1.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Chloroflexus aurantiacus J-10-fl] >B9LDY3.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Chloroflexus au
147	0.002	>A1RXT9.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Thermofilum pendens Hrk 5]
148	0.005	>Q97WH0.1 RecName: Full=DNA double-strand break repair Rad50 ATPase [Saccharolobus solfataricus P2]
149	0.016	>O74424.1 RecName: Full=Nucleoporin nup211; AltName: Full=Nuclear pore protein nup211 [Schizosaccharomyces pombe 972h-]
150	0.011	>Q5T9S5.1 RecName: Full=Coiled-coil domain-containing protein 18; AltName: Full=Sarcoma antigen NY-SAR-24 [Homo sapiens]
151	0.002	>B4S8V9.1 RecName: Full=3-methyl-2-oxobutanoate hydroxymethyltransferase; AltName: Full=Ketopantoate hydroxymethyltransferase; Short=KPHMT [Prosthecochloris aestuarii DSM 271]
152	0.003	>B9KZR0.1 RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS [Thermomicrobium roseum DSM 5159]
153	0.026	>Q7Z7A1.2 RecName: Full=Centriolin; AltName: Full=Centrosomal protein 1; AltName: Full=Centrosomal protein of 110 kDa; Short=Cep110 [Homo sapiens]
154	0.009	>P47037.1 RecName: Full=Structural maintenance of chromosomes protein 3; AltName: Full=DA-box protein SMC3 [Saccharomyces cerevisiae S288C]
155	0.007	>P06102.2 RecName: Full=General negative regulator of transcription subunit 3 [Saccharomyces cerevisiae S288C]
156	0.002	>B5E846.1 RecName: Full=3-methyl-2-oxobutanoate hydroxymethyltransferase; AltName: Full=Ketopantoate hydroxymethyltransferase; Short=KPHMT [Geobacter bemidjiensis Bem]
157	0.006	>B5RUP5.1 RecName: Full=Eukaryotic translation initiation factor 3 subunit A; Short=eIF3a; AltName: Full=Eukaryotic translation initiation factor 3 110 kDa subunit homolog; Short=eIF3 p110; AltName: Full=Translation initiation factor eIF3, p110 subunit ho
